term,week,weekly_score,category
chelsea - psg,2024-08-04,53,sports
chelsea - psg,2024-08-11,179,sports
chelsea - psg,2024-08-18,36,sports
chelsea - psg,2024-08-25,185,sports
chelsea - psg,2024-09-01,,sports
chelsea - psg,2024-09-08,21,sports
chelsea - psg,2024-09-15,,sports
chelsea - psg,2024-09-22,16,sports
chelsea - psg,2024-09-29,104,sports
chelsea - psg,2024-10-06,,sports
chelsea - psg,2024-10-13,37,sports
chelsea - psg,2024-10-20,100,sports
chelsea - psg,2024-10-27,,sports
chelsea - psg,2024-11-03,41,sports
chelsea - psg,2024-11-10,,sports
chelsea - psg,2024-11-17,,sports
chelsea - psg,2024-11-24,100,sports
chelsea - psg,2024-12-01,97,sports
chelsea - psg,2024-12-08,33,sports
chelsea - psg,2024-12-15,100,sports
chelsea - psg,2024-12-22,,sports
chelsea - psg,2024-12-29,,sports
chelsea - psg,2025-01-05,26,sports
chelsea - psg,2025-01-12,100,sports
chelsea - psg,2025-01-19,14,sports
chelsea - psg,2025-01-26,,sports
chelsea - psg,2025-02-02,,sports
chelsea - psg,2025-02-09,,sports
chelsea - psg,2025-02-16,103,sports
chelsea - psg,2025-02-23,,sports
chelsea - psg,2025-03-02,,sports
chelsea - psg,2025-03-09,,sports
chelsea - psg,2025-03-16,,sports
chelsea - psg,2025-03-23,80,sports
chelsea - psg,2025-03-30,,sports
chelsea - psg,2025-04-06,,sports
chelsea - psg,2025-04-13,78,sports
chelsea - psg,2025-04-20,14,sports
chelsea - psg,2025-04-27,89,sports
chelsea - psg,2025-05-04,65,sports
chelsea - psg,2025-05-11,100,sports
chelsea - psg,2025-05-18,,sports
chelsea - psg,2025-05-25,,sports
chelsea - psg,2025-06-01,7,sports
chelsea - psg,2025-06-08,,sports
chelsea - psg,2025-06-15,5,sports
chelsea - psg,2025-06-22,,sports
chelsea - psg,2025-06-29,,sports
chelsea - psg,2025-07-06,24,sports
chelsea - psg,2025-07-13,17767,sports
daegu - barcelona,2020-08-16,100,sports
daegu - barcelona,2020-08-23,100,sports
daegu - barcelona,2020-08-30,58,sports
daegu - barcelona,2020-09-06,100,sports
daegu - barcelona,2020-09-13,75,sports
daegu - barcelona,2020-09-20,100,sports
daegu - barcelona,2020-09-27,,sports
daegu - barcelona,2020-10-04,35,sports
daegu - barcelona,2020-10-11,,sports
daegu - barcelona,2020-10-18,93,sports
daegu - barcelona,2020-10-25,,sports
daegu - barcelona,2020-11-01,,sports
daegu - barcelona,2020-11-08,,sports
daegu - barcelona,2020-11-15,41,sports
daegu - barcelona,2020-11-22,30,sports
daegu - barcelona,2020-11-29,,sports
daegu - barcelona,2020-12-06,100,sports
daegu - barcelona,2020-12-13,100,sports
daegu - barcelona,2020-12-20,,sports
daegu - barcelona,2020-12-27,,sports
daegu - barcelona,2021-01-03,49,sports
daegu - barcelona,2021-01-10,,sports
daegu - barcelona,2021-01-17,5,sports
daegu - barcelona,2021-01-24,49,sports
daegu - barcelona,2021-01-31,,sports
daegu - barcelona,2021-02-07,,sports
daegu - barcelona,2021-02-14,,sports
daegu - barcelona,2021-02-21,172,sports
daegu - barcelona,2021-02-28,375,sports
daegu - barcelona,2021-03-07,,sports
daegu - barcelona,2021-03-14,,sports
daegu - barcelona,2021-03-21,,sports
daegu - barcelona,2021-03-28,100,sports
daegu - barcelona,2021-04-04,,sports
daegu - barcelona,2021-04-11,100,sports
daegu - barcelona,2021-04-18,,sports
daegu - barcelona,2021-04-25,,sports
daegu - barcelona,2021-05-02,,sports
daegu - barcelona,2021-05-09,179,sports
daegu - barcelona,2021-05-16,,sports
daegu - barcelona,2021-05-23,136,sports
daegu - barcelona,2021-05-30,100,sports
daegu - barcelona,2021-06-06,74,sports
daegu - barcelona,2021-06-13,,sports
daegu - barcelona,2021-06-20,,sports
daegu - barcelona,2021-06-27,,sports
daegu - barcelona,2021-07-04,,sports
daegu - barcelona,2021-07-11,,sports
daegu - barcelona,2021-07-18,29,sports
daegu - barcelona,2021-07-25,,sports
daegu - barcelona,2021-08-01,100,sports
daegu - barcelona,2021-08-08,,sports
daegu - barcelona,2021-08-15,,sports
daegu - barcelona,2021-08-22,28,sports
daegu - barcelona,2021-08-29,,sports
daegu - barcelona,2021-09-05,212,sports
daegu - barcelona,2021-09-12,,sports
daegu - barcelona,2021-09-19,,sports
daegu - barcelona,2021-09-26,100,sports
daegu - barcelona,2021-10-03,,sports
daegu - barcelona,2021-10-10,100,sports
daegu - barcelona,2021-10-17,59,sports
daegu - barcelona,2021-10-24,,sports
daegu - barcelona,2021-10-31,,sports
daegu - barcelona,2021-11-07,271,sports
daegu - barcelona,2021-11-14,,sports
daegu - barcelona,2021-11-21,,sports
daegu - barcelona,2021-11-28,,sports
daegu - barcelona,2021-12-05,100,sports
daegu - barcelona,2021-12-12,100,sports
daegu - barcelona,2021-12-19,,sports
daegu - barcelona,2021-12-26,,sports
daegu - barcelona,2022-01-02,,sports
daegu - barcelona,2022-01-09,71,sports
daegu - barcelona,2022-01-16,90,sports
daegu - barcelona,2022-01-23,300,sports
daegu - barcelona,2022-01-30,100,sports
daegu - barcelona,2022-02-06,63,sports
daegu - barcelona,2022-02-13,103,sports
daegu - barcelona,2022-02-20,100,sports
daegu - barcelona,2022-02-27,98,sports
daegu - barcelona,2022-03-06,,sports
daegu - barcelona,2022-03-13,,sports
daegu - barcelona,2022-03-20,30,sports
daegu - barcelona,2022-03-27,,sports
daegu - barcelona,2022-04-03,,sports
daegu - barcelona,2022-04-10,,sports
daegu - barcelona,2022-04-17,23,sports
daegu - barcelona,2022-04-24,,sports
daegu - barcelona,2022-05-01,,sports
daegu - barcelona,2022-05-08,168,sports
daegu - barcelona,2022-05-15,57,sports
daegu - barcelona,2022-05-22,,sports
daegu - barcelona,2022-05-29,,sports
daegu - barcelona,2022-06-05,,sports
daegu - barcelona,2022-06-12,,sports
daegu - barcelona,2022-06-19,,sports
daegu - barcelona,2022-06-26,,sports
daegu - barcelona,2022-07-03,,sports
daegu - barcelona,2022-07-10,,sports
daegu - barcelona,2022-07-17,12,sports
daegu - barcelona,2022-07-24,,sports
daegu - barcelona,2022-07-31,100,sports
daegu - barcelona,2022-08-07,,sports
daegu - barcelona,2022-08-14,73,sports
daegu - barcelona,2022-08-21,29,sports
daegu - barcelona,2022-08-28,,sports
daegu - barcelona,2022-09-04,191,sports
daegu - barcelona,2022-09-11,,sports
daegu - barcelona,2022-09-18,,sports
daegu - barcelona,2022-09-25,,sports
daegu - barcelona,2022-10-02,35,sports
daegu - barcelona,2022-10-09,42,sports
daegu - barcelona,2022-10-16,48,sports
daegu - barcelona,2022-10-23,,sports
daegu - barcelona,2022-10-30,100,sports
daegu - barcelona,2022-11-06,,sports
daegu - barcelona,2022-11-13,,sports
daegu - barcelona,2022-11-20,,sports
daegu - barcelona,2022-11-27,,sports
daegu - barcelona,2022-12-04,70,sports
daegu - barcelona,2022-12-11,,sports
daegu - barcelona,2022-12-18,,sports
daegu - barcelona,2022-12-25,,sports
daegu - barcelona,2023-01-01,,sports
daegu - barcelona,2023-01-08,,sports
daegu - barcelona,2023-01-15,,sports
daegu - barcelona,2023-01-22,,sports
daegu - barcelona,2023-01-29,,sports
daegu - barcelona,2023-02-05,158,sports
daegu - barcelona,2023-02-12,100,sports
daegu - barcelona,2023-02-19,21,sports
daegu - barcelona,2023-02-26,80,sports
daegu - barcelona,2023-03-05,100,sports
daegu - barcelona,2023-03-12,,sports
daegu - barcelona,2023-03-19,,sports
daegu - barcelona,2023-03-26,,sports
daegu - barcelona,2023-04-02,133,sports
daegu - barcelona,2023-04-09,,sports
daegu - barcelona,2023-04-16,,sports
daegu - barcelona,2023-04-23,,sports
daegu - barcelona,2023-04-30,,sports
daegu - barcelona,2023-05-07,,sports
daegu - barcelona,2023-05-14,79,sports
daegu - barcelona,2023-05-21,,sports
daegu - barcelona,2023-05-28,,sports
daegu - barcelona,2023-06-04,,sports
daegu - barcelona,2023-06-11,18,sports
daegu - barcelona,2023-06-18,,sports
daegu - barcelona,2023-06-25,86,sports
daegu - barcelona,2023-07-02,136,sports
daegu - barcelona,2023-07-09,100,sports
daegu - barcelona,2023-07-16,8,sports
daegu - barcelona,2023-07-23,11,sports
daegu - barcelona,2023-07-30,,sports
daegu - barcelona,2023-08-06,193,sports
daegu - barcelona,2023-08-13,100,sports
daegu - barcelona,2023-08-20,,sports
daegu - barcelona,2023-08-27,,sports
daegu - barcelona,2023-09-03,,sports
daegu - barcelona,2023-09-10,,sports
daegu - barcelona,2023-09-17,,sports
daegu - barcelona,2023-09-24,193,sports
daegu - barcelona,2023-10-01,,sports
daegu - barcelona,2023-10-08,8,sports
daegu - barcelona,2023-10-15,100,sports
daegu - barcelona,2023-10-22,132,sports
daegu - barcelona,2023-10-29,100,sports
daegu - barcelona,2023-11-05,100,sports
daegu - barcelona,2023-11-12,280,sports
daegu - barcelona,2023-11-19,,sports
daegu - barcelona,2023-11-26,100,sports
daegu - barcelona,2023-12-03,100,sports
daegu - barcelona,2023-12-10,,sports
daegu - barcelona,2023-12-17,95,sports
daegu - barcelona,2023-12-24,,sports
daegu - barcelona,2023-12-31,76,sports
daegu - barcelona,2024-01-07,100,sports
daegu - barcelona,2024-01-14,58,sports
daegu - barcelona,2024-01-21,,sports
daegu - barcelona,2024-01-28,95,sports
daegu - barcelona,2024-02-04,100,sports
daegu - barcelona,2024-02-11,,sports
daegu - barcelona,2024-02-18,142,sports
daegu - barcelona,2024-02-25,,sports
daegu - barcelona,2024-03-03,,sports
daegu - barcelona,2024-03-10,,sports
daegu - barcelona,2024-03-17,,sports
daegu - barcelona,2024-03-24,62,sports
daegu - barcelona,2024-03-31,,sports
daegu - barcelona,2024-04-07,,sports
daegu - barcelona,2024-04-14,,sports
daegu - barcelona,2024-04-21,,sports
daegu - barcelona,2024-04-28,100,sports
daegu - barcelona,2024-05-05,,sports
daegu - barcelona,2024-05-12,42,sports
daegu - barcelona,2024-05-19,190,sports
daegu - barcelona,2024-05-26,237,sports
daegu - barcelona,2024-06-02,100,sports
daegu - barcelona,2024-06-09,76,sports
daegu - barcelona,2024-06-16,,sports
daegu - barcelona,2024-06-23,65,sports
daegu - barcelona,2024-06-30,,sports
daegu - barcelona,2024-07-07,,sports
daegu - barcelona,2024-07-14,,sports
daegu - barcelona,2024-07-21,210,sports
daegu - barcelona,2024-07-28,,sports
daegu - barcelona,2024-08-04,,sports
daegu - barcelona,2024-08-11,100,sports
daegu - barcelona,2024-08-18,,sports
daegu - barcelona,2024-08-25,,sports
daegu - barcelona,2024-09-01,,sports
daegu - barcelona,2024-09-08,,sports
daegu - barcelona,2024-09-15,,sports
daegu - barcelona,2024-09-22,100,sports
daegu - barcelona,2024-09-29,,sports
daegu - barcelona,2024-10-06,100,sports
daegu - barcelona,2024-10-13,147,sports
daegu - barcelona,2024-10-20,,sports
daegu - barcelona,2024-10-27,156,sports
daegu - barcelona,2024-11-03,120,sports
daegu - barcelona,2024-11-10,,sports
daegu - barcelona,2024-11-17,100,sports
daegu - barcelona,2024-11-24,,sports
daegu - barcelona,2024-12-01,154,sports
daegu - barcelona,2024-12-08,,sports
daegu - barcelona,2024-12-15,100,sports
daegu - barcelona,2024-12-22,,sports
daegu - barcelona,2024-12-29,,sports
daegu - barcelona,2025-01-05,100,sports
daegu - barcelona,2025-01-12,73,sports
daegu - barcelona,2025-01-19,,sports
daegu - barcelona,2025-01-26,59,sports
daegu - barcelona,2025-02-02,,sports
daegu - barcelona,2025-02-09,,sports
daegu - barcelona,2025-02-16,157,sports
daegu - barcelona,2025-02-23,,sports
daegu - barcelona,2025-03-02,100,sports
daegu - barcelona,2025-03-09,100,sports
daegu - barcelona,2025-03-16,33,sports
daegu - barcelona,2025-03-23,,sports
daegu - barcelona,2025-03-30,102,sports
daegu - barcelona,2025-04-06,140,sports
daegu - barcelona,2025-04-13,100,sports
daegu - barcelona,2025-04-20,20,sports
daegu - barcelona,2025-04-27,144,sports
daegu - barcelona,2025-05-04,30,sports
daegu - barcelona,2025-05-11,251,sports
daegu - barcelona,2025-05-18,100,sports
daegu - barcelona,2025-05-25,123,sports
daegu - barcelona,2025-06-01,100,sports
daegu - barcelona,2025-06-08,,sports
daegu - barcelona,2025-06-15,,sports
daegu - barcelona,2025-06-22,83,sports
daegu - barcelona,2025-06-29,245,sports
daegu - barcelona,2025-07-06,,sports
daegu - barcelona,2025-07-13,,sports
daegu - barcelona,2025-07-20,1,sports
daegu - barcelona,2025-07-27,,sports
daegu - barcelona,2025-08-03,13700,sports
fc seoul vs barcelona,2020-08-16,,sports
fc seoul vs barcelona,2020-08-23,,sports
fc seoul vs barcelona,2020-08-30,,sports
fc seoul vs barcelona,2020-09-06,93,sports
fc seoul vs barcelona,2020-09-13,82,sports
fc seoul vs barcelona,2020-09-20,,sports
fc seoul vs barcelona,2020-09-27,,sports
fc seoul vs barcelona,2020-10-04,56,sports
fc seoul vs barcelona,2020-10-11,,sports
fc seoul vs barcelona,2020-10-18,100,sports
fc seoul vs barcelona,2020-10-25,,sports
fc seoul vs barcelona,2020-11-01,,sports
fc seoul vs barcelona,2020-11-08,,sports
fc seoul vs barcelona,2020-11-15,,sports
fc seoul vs barcelona,2020-11-22,,sports
fc seoul vs barcelona,2020-11-29,91,sports
fc seoul vs barcelona,2020-12-06,249,sports
fc seoul vs barcelona,2020-12-13,,sports
fc seoul vs barcelona,2020-12-20,,sports
fc seoul vs barcelona,2020-12-27,262,sports
fc seoul vs barcelona,2021-01-03,,sports
fc seoul vs barcelona,2021-01-10,,sports
fc seoul vs barcelona,2021-01-17,100,sports
fc seoul vs barcelona,2021-01-24,100,sports
fc seoul vs barcelona,2021-01-31,340,sports
fc seoul vs barcelona,2021-02-07,70,sports
fc seoul vs barcelona,2021-02-14,100,sports
fc seoul vs barcelona,2021-02-21,,sports
fc seoul vs barcelona,2021-02-28,100,sports
fc seoul vs barcelona,2021-03-07,,sports
fc seoul vs barcelona,2021-03-14,100,sports
fc seoul vs barcelona,2021-03-21,67,sports
fc seoul vs barcelona,2021-03-28,,sports
fc seoul vs barcelona,2021-04-04,300,sports
fc seoul vs barcelona,2021-04-11,,sports
fc seoul vs barcelona,2021-04-18,,sports
fc seoul vs barcelona,2021-04-25,100,sports
fc seoul vs barcelona,2021-05-02,,sports
fc seoul vs barcelona,2021-05-09,142,sports
fc seoul vs barcelona,2021-05-16,100,sports
fc seoul vs barcelona,2021-05-23,,sports
fc seoul vs barcelona,2021-05-30,,sports
fc seoul vs barcelona,2021-06-06,200,sports
fc seoul vs barcelona,2021-06-13,,sports
fc seoul vs barcelona,2021-06-20,184,sports
fc seoul vs barcelona,2021-06-27,100,sports
fc seoul vs barcelona,2021-07-04,,sports
fc seoul vs barcelona,2021-07-11,,sports
fc seoul vs barcelona,2021-07-18,100,sports
fc seoul vs barcelona,2021-07-25,,sports
fc seoul vs barcelona,2021-08-01,,sports
fc seoul vs barcelona,2021-08-08,,sports
fc seoul vs barcelona,2021-08-15,170,sports
fc seoul vs barcelona,2021-08-22,100,sports
fc seoul vs barcelona,2021-08-29,118,sports
fc seoul vs barcelona,2021-09-05,,sports
fc seoul vs barcelona,2021-09-12,200,sports
fc seoul vs barcelona,2021-09-19,,sports
fc seoul vs barcelona,2021-09-26,,sports
fc seoul vs barcelona,2021-10-03,,sports
fc seoul vs barcelona,2021-10-10,87,sports
fc seoul vs barcelona,2021-10-17,100,sports
fc seoul vs barcelona,2021-10-24,,sports
fc seoul vs barcelona,2021-10-31,100,sports
fc seoul vs barcelona,2021-11-07,200,sports
fc seoul vs barcelona,2021-11-14,90,sports
fc seoul vs barcelona,2021-11-21,77,sports
fc seoul vs barcelona,2021-11-28,,sports
fc seoul vs barcelona,2021-12-05,100,sports
fc seoul vs barcelona,2021-12-12,,sports
fc seoul vs barcelona,2021-12-19,200,sports
fc seoul vs barcelona,2021-12-26,200,sports
fc seoul vs barcelona,2022-01-02,100,sports
fc seoul vs barcelona,2022-01-09,100,sports
fc seoul vs barcelona,2022-01-16,20,sports
fc seoul vs barcelona,2022-01-23,200,sports
fc seoul vs barcelona,2022-01-30,,sports
fc seoul vs barcelona,2022-02-06,,sports
fc seoul vs barcelona,2022-02-13,,sports
fc seoul vs barcelona,2022-02-20,84,sports
fc seoul vs barcelona,2022-02-27,18,sports
fc seoul vs barcelona,2022-03-06,160,sports
fc seoul vs barcelona,2022-03-13,,sports
fc seoul vs barcelona,2022-03-20,,sports
fc seoul vs barcelona,2022-03-27,100,sports
fc seoul vs barcelona,2022-04-03,,sports
fc seoul vs barcelona,2022-04-10,36,sports
fc seoul vs barcelona,2022-04-17,100,sports
fc seoul vs barcelona,2022-04-24,,sports
fc seoul vs barcelona,2022-05-01,,sports
fc seoul vs barcelona,2022-05-08,200,sports
fc seoul vs barcelona,2022-05-15,44,sports
fc seoul vs barcelona,2022-05-22,145,sports
fc seoul vs barcelona,2022-05-29,,sports
fc seoul vs barcelona,2022-06-05,,sports
fc seoul vs barcelona,2022-06-12,100,sports
fc seoul vs barcelona,2022-06-19,,sports
fc seoul vs barcelona,2022-06-26,,sports
fc seoul vs barcelona,2022-07-03,86,sports
fc seoul vs barcelona,2022-07-10,47,sports
fc seoul vs barcelona,2022-07-17,100,sports
fc seoul vs barcelona,2022-07-24,,sports
fc seoul vs barcelona,2022-07-31,41,sports
fc seoul vs barcelona,2022-08-07,,sports
fc seoul vs barcelona,2022-08-14,,sports
fc seoul vs barcelona,2022-08-21,6,sports
fc seoul vs barcelona,2022-08-28,163,sports
fc seoul vs barcelona,2022-09-04,81,sports
fc seoul vs barcelona,2022-09-11,25,sports
fc seoul vs barcelona,2022-09-18,100,sports
fc seoul vs barcelona,2022-09-25,55,sports
fc seoul vs barcelona,2022-10-02,,sports
fc seoul vs barcelona,2022-10-09,164,sports
fc seoul vs barcelona,2022-10-16,,sports
fc seoul vs barcelona,2022-10-23,,sports
fc seoul vs barcelona,2022-10-30,36,sports
fc seoul vs barcelona,2022-11-06,,sports
fc seoul vs barcelona,2022-11-13,288,sports
fc seoul vs barcelona,2022-11-20,,sports
fc seoul vs barcelona,2022-11-27,165,sports
fc seoul vs barcelona,2022-12-04,92,sports
fc seoul vs barcelona,2022-12-11,114,sports
fc seoul vs barcelona,2022-12-18,,sports
fc seoul vs barcelona,2022-12-25,,sports
fc seoul vs barcelona,2023-01-01,,sports
fc seoul vs barcelona,2023-01-08,180,sports
fc seoul vs barcelona,2023-01-15,175,sports
fc seoul vs barcelona,2023-01-22,,sports
fc seoul vs barcelona,2023-01-29,15,sports
fc seoul vs barcelona,2023-02-05,,sports
fc seoul vs barcelona,2023-02-12,100,sports
fc seoul vs barcelona,2023-02-19,,sports
fc seoul vs barcelona,2023-02-26,94,sports
fc seoul vs barcelona,2023-03-05,,sports
fc seoul vs barcelona,2023-03-12,148,sports
fc seoul vs barcelona,2023-03-19,,sports
fc seoul vs barcelona,2023-03-26,,sports
fc seoul vs barcelona,2023-04-02,159,sports
fc seoul vs barcelona,2023-04-09,100,sports
fc seoul vs barcelona,2023-04-16,,sports
fc seoul vs barcelona,2023-04-23,100,sports
fc seoul vs barcelona,2023-04-30,67,sports
fc seoul vs barcelona,2023-05-07,,sports
fc seoul vs barcelona,2023-05-14,48,sports
fc seoul vs barcelona,2023-05-21,53,sports
fc seoul vs barcelona,2023-05-28,,sports
fc seoul vs barcelona,2023-06-04,83,sports
fc seoul vs barcelona,2023-06-11,100,sports
fc seoul vs barcelona,2023-06-18,100,sports
fc seoul vs barcelona,2023-06-25,,sports
fc seoul vs barcelona,2023-07-02,11,sports
fc seoul vs barcelona,2023-07-09,53,sports
fc seoul vs barcelona,2023-07-16,,sports
